都道府県コード又は市区町村コード,No,都道府県名,市区町村名,名称,住所,経度,緯度,車椅子使用者トイレ有無,乳幼児用設備設置トイレ有無,オストメイトトイレ設置トイレ有無,利用開始時間,利用終了時間,利用可能時間特記事項,施設種類
"132,098",55,東京都,町田市,セブン-イレブン原町田４丁目店,原町田4-11-18,139.4484835,35.54240892,有,,無,7:00,19:00,,公共トイレ協力店
"132,098",56,東京都,町田市,ファミリーマート版画美術館入口店,原町田3-15-1,139.452757,35.542842,有,,無,0:00,23:59,,公共トイレ協力店
"132,098",57,東京都,町田市,セブン-イレブン町田南大谷店,南大谷196-1,139.4565651,35.55557374,有,,無,0:00,23:59,,公共トイレ協力店
"132,098",58,東京都,町田市,菅原神社,本町田802,139.4473964,35.55913388,無,,無,0:00,23:59,,トイレ開放協力寺社
"132,098",59,東京都,町田市,ファミリーマート町田中町二丁目店,中町2-5-4,139.4403616,35.55193817,無,,無,0:00,23:59,,公共トイレ協力店
"132,098",60,東京都,町田市,ファミリーマート木曽東一丁目店,木曽東1-15-11,139.4306786,35.55882403,無,,無,0:00,23:59,,公共トイレ協力店
"132,098",61,東京都,町田市,セブン-イレブン町田市民ホール前店,森野1-8-5,139.4409476,35.54602414,無,,無,0:00,23:59,,公共トイレ協力店
"132,098",62,東京都,町田市,ローソン町田森野一丁目店,森野1-13-1,139.4437022,35.54397414,無,,無,6:00,23:59,夜間利用不可,公共トイレ協力店
"132,098",63,東京都,町田市,セブン-イレブン町田駅西店,森野1-1-21,139.4431642,35.54312886,無,,無,0:00,23:59,,公共トイレ協力店
"132,098",64,東京都,町田市,ファミリーマート町田駅南口店,原町田1-3-9,139.4468014,35.54059638,無,,無,0:00,23:59,,公共トイレ協力店
"132,098",65,東京都,町田市,6889cafe,南町田5-4-10,139.4741984,35.51315548,無,,無,,,火～日曜日 11時30分～21時（LO 20時30分）　月曜定休日,公共トイレ協力店
"132,098",66,東京都,町田市,社会福祉法人南町田ちいろば会みぎわホーム,南町田4-10-38,139.4645521,35.51564663,有,,有,,,月～土曜日 9時～18時　日曜日定休日,公共トイレ協力店
"132,098",67,東京都,町田市,セブン-イレブン町田金森南店,金森6-5-1,139.459773,35.524909,有,,無,0:00,23:59,,公共トイレ協力店
"132,098",68,東京都,町田市,セブン-イレブン町田金森店,金森2-21-17,139.459682,35.533462,無,,無,0:00,23:59,,公共トイレ協力店
"132,098",69,東京都,町田市,ファミリーマート町田金森店,金森2-30-3,139.4580273,35.53034775,無,,無,0:00,23:59,,公共トイレ協力店
"132,098",70,東京都,町田市,セブン-イレブン町田小川２丁目店,小川2-25-3,139.471811,35.530428,有,,無,0:00,23:59,,公共トイレ協力店
"132,098",71,東京都,町田市,セブン-イレブン町田街道鶴間店,南町田5-3-53,139.4748798,35.51341177,有,,無,0:00,23:59,,公共トイレ協力店
"132,098",72,東京都,町田市,セブン-イレブン東名町田インター店,鶴間8-15-21,139.476827,35.510339,有,,無,0:00,23:59,,公共トイレ協力店
"132,098",73,東京都,町田市,慶性寺,大蔵町2177,139.4737149,35.5853173,無,,無,8:00,18:00,,トイレ開放協力寺社
"132,098",74,東京都,町田市,でんかのヤマグチ　根岸店,根岸1-13-5,139.4138157,35.57271236,有,,有,10:00,18:00,水曜日定休,公共トイレ協力店
"132,098",75,東京都,町田市,でんかのヤマグチ　修理処,忠生4-1-3,139.4102352,35.57860916,無,,無,10:00,18:00,水曜日定休,公共トイレ協力店
"132,098",76,東京都,町田市,デイサービス　みずきの家,本町田2797,139.4456016,35.56643737,有,,有,9:00,18:00,日、年末年始定休,公共トイレ協力店
"132,098",77,東京都,町田市,はじめの一歩,本町田2507-4　ハ16-106,139.4359604,35.56715753,有,,無,10:30,16:30,土・日曜日定休,公共トイレ協力店
"132,098",78,東京都,町田市,鶴川あんしん相談室,町田市鶴川6-7-2　第103号室,139.4694568,35.59082219,有,,無,8:30,17:00,日曜日・祝日定休,公共トイレ協力店
"132,098",79,東京都,町田市,salon de みずき,町田市木曽東3-24-15 エムアイビル１Ｆ,139.4227958,35.56510728,有,,無,9:00,16:00,土・日、年末年始休み,公共トイレ協力店
"132,098",80,東京都,町田市,堺市民センター,町田市相原町795-1,139.3333318,35.60430536,有,有,有,8:00,22:00,年末年始(12月29日～1月3日)休み,公共施設トイレ
"132,098",81,東京都,町田市,相原中央公園（管理棟内）,町田市相原町2018番地,139.3196688,35.60931825,有,有,無,8:30,21:00,,公共施設トイレ
"132,098",82,東京都,町田市,相原中央公園（作業棟側）,町田市相原町2018番地,139.3198017,35.60951415,有,有,無,8:00,21:00,,公共施設トイレ
"132,098",84,東京都,町田市,大地沢青少年センター,町田市相原町5307-2,139.2765802,35.6122812,有,,無,9:00,16:30,火曜日・祝翌日休。3月26日～4月7日、7月21日～8月31日は無休,公共施設トイレ
"132,098",85,東京都,町田市,尾根緑道内第２便所,町田市小山ヶ丘1-11－14,139.387157,35.59763649,有,有,無,8:00,17:30,,公共施設トイレ
"132,098",86,東京都,町田市,小山上沼公園,町田市小山ヶ丘3-1-1,139.3805601,35.5989315,有,有,無,8:00,17:30,,公共施設トイレ
"132,098",87,東京都,町田市,都立小山内裏公園,町田市小山ヶ丘2・4丁目,139.3663932,35.60810059,有,有,有,9:00,17:00,夜間閉鎖,公共施設トイレ
"132,098",89,東京都,町田市,三ツ目山公園,町田市小山ヶ丘5-38,139.3540712,35.60590505,有,有,無,8:00,17:30,,公共施設トイレ
"132,098",90,東京都,町田市,小山白山公園,町田市小山ヶ丘5-4,139.3644451,35.60279467,有,有,無,8:00,17:30,,公共施設トイレ
"132,098",91,東京都,町田市,小山市民センター,町田市小山町2507-1,139.36902,35.59714835,有,,有,8:30,22:00,12/29～1/3はお休み,公共施設トイレ
"132,098",92,東京都,町田市,上小山田町バイオトイレ,町田市上小山田町1851番2内,139.395559,35.60206977,,,,,,2月～10月 8:00～17:00 11月～1月 8:00～16:00,公共施設トイレ
"132,098",93,東京都,町田市,小山田緑地,町田市下小山田町・上小山田町,139.416774,35.59505145,有,有,有,9:00,17:00,夜間閉鎖,公共施設トイレ
"132,098",94,東京都,町田市,下小山田町バイオトイレ,町田市下小山田町1200番2,139.4223803,35.59720408,無,,無,,,2月～10月 8:00～17:00 11月～1月 8:00～16:00,公共施設トイレ
"132,098",95,東京都,町田市,下小山田山王林公園,町田市下小山田町2805,139.4074595,35.59225855,無,有,無,8:00,17:30,,公共施設トイレ
"132,098",96,東京都,町田市,町田市バイオエネルギーセンター,町田市下小山田町3160,139.4109448,35.58777258,有,有,有,8:15,17:00,定休日：年末年始,公共施設トイレ
"132,098",97,東京都,町田市,谷戸池公園,町田市小山田桜台1-19-1,139.40188,35.5881534,有,有,無,8:00,17:30,一般トイレは24時間使用可,公共施設トイレ
"132,098",98,東京都,町田市,尾根緑道内第一公共トイレ,町田市常盤町3434-2,139.402443,35.58682185,有,,無,8:00,17:30,利用時間以外は閉鎖,公共施設トイレ
"132,098",99,東京都,町田市,町田市立室内プール,町田市図師町199-1,139.4140035,35.58639266,有,,有,9:00,21:00,改修工事のため、現在使用禁止2019年11月末から使用再開予定,公共施設トイレ
"132,098",100,東京都,町田市,忠生公園（忠生口トイレ）,町田市忠生1-3-1,139.4226101,35.57372166,有,有,無,,,6:00～18:00　6月～9月 6:00～19:00,公共施設トイレ
"132,098",101,東京都,町田市,忠生公園（木曽口トイレ）,町田市忠生1-3-1,139.4225113,35.57210544,有,有,無,,,6:00～18:00　6月～9月 6:00～19:00,公共施設トイレ
"132,098",103,東京都,町田市,忠生市民センター,町田市忠生3-14-2,139.4158638,35.57851191,有,有,有,8:30,22:00,1階みんなのトイレに、大人用折りたたみベッドあり。各階、男女トイレにベビーチェアー設置トイレあり。,公共施設トイレ
"132,098",104,東京都,町田市,忠生公園（がにやら自然館内）,町田市山崎町1804-1,139.4241924,35.57298742,有,有,無,9:00,16:30,月曜定休日（祝日の場合は翌日),公共施設トイレ
"132,098",105,東京都,町田市,木曽山崎図書館,町田市山崎町2160,139.4367322,35.56838416,有,有,無,,,火・水・金 10:00～18:00　木・土・日・祝 10:00～'17:00　月曜日が祝日のときは開館。,公共施設トイレ
"132,098",106,東京都,町田市,木曽山崎コミュニティセンター,町田市山崎町2160-4,139.4366123,35.56859933,有,有,有,8:30,22:00,年末年始休み　女子トイレに「赤ちゃん・ふらっと」の設備あり,公共施設トイレ
"132,098",107,東京都,町田市,根岸公園,町田市根岸1-16-1,139.4126627,35.57130622,有,有,無,8:00,17:30,,公共施設トイレ
"132,098",108,東京都,町田市,木曽森野コミュニティセンター,町田市木曽東1-2,139.4285798,35.55513015,有,有,無,8:30,22:00,第2水曜日定休日,公共施設トイレ
"132,098",110,東京都,町田市,町田中央公園①（バックネット側）,町田市旭町3-20-60,139.4459031,35.55611667,無,有,無,6:00,19:30,,公共施設トイレ
"132,098",111,東京都,町田市,町田中央公園②（テニスコート側）,町田市旭町3-20-60,139.4464175,35.55753184,有,有,無,,,6:00～17:00　5月中旬～8月中旬 6:00～19:00,公共施設トイレ
"132,098",112,東京都,町田市,町田中央公園③（サン町田旭体育館1F）,町田市旭町3-20-60,139.4471737,35.55696686,有,,無,9:00,21:00,第1・第3月曜日（休日の場合は翌日）,公共施設トイレ
